product_name,price,sku,stock_availability,categories,tags,short_description,product_url,listing_page_number
Cleffa,£ 107.00,2794,187 in stock,Pokemon | Star Shape,cleffa | Cute Charm | Star Shape,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.",https://scrapeme.live/shop/Cleffa/,11
Crobat,£ 195.00,6120,245 in stock,Bat | Pokemon,Bat | crobat | Inner Focus,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,https://scrapeme.live/shop/Crobat/,11
Hoothoot,£ 48.00,4691,204 in stock,Owl | Pokemon,hoothoot | Keen Eye | Owl,"Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.",https://scrapeme.live/shop/Hoothoot/,11
Igglybuff,£ 189.00,2662,170 in stock,Balloon | Pokemon,Balloon | Cute Charm | igglybuff,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,https://scrapeme.live/shop/Igglybuff/,11
Lanturn,£ 131.00,7579,218 in stock,Light | Pokemon,Illuminate | lanturn | Light,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",https://scrapeme.live/shop/Lanturn/,11
Ledian,£ 136.00,1806,65 in stock,Five Star | Pokemon,Five Star | ledian | Swarm,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.",https://scrapeme.live/shop/Ledian/,11
Ledyba,£ 98.00,3874,83 in stock,Five Star | Pokemon,Five Star | ledyba | Swarm,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,https://scrapeme.live/shop/Ledyba/,11
Natu,£ 99.00,2942,36 in stock,Pokemon | Tiny Bird,natu | Synchronize | Tiny Bird,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.,https://scrapeme.live/shop/Natu/,11
Noctowl,£ 170.00,9939,10 in stock,Owl | Pokemon,Keen Eye | noctowl | Owl,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.",https://scrapeme.live/shop/Noctowl/,11
Pichu,£ 193.00,4987,64 in stock,Pokemon | Tiny Mouse,pichu | Static | Tiny Mouse,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.",https://scrapeme.live/shop/Pichu/,11
Spinarak,£ 199.00,4388,136 in stock,Pokemon | String Spit,spinarak | String Spit | Swarm,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,https://scrapeme.live/shop/Spinarak/,11
Togepi,£ 47.00,1684,264 in stock,Pokemon | Spike Ball,Serene Grace | Spike Ball | togepi,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.",https://scrapeme.live/shop/Togepi/,11
Togetic,£ 69.00,9410,293 in stock,Happiness | Pokemon,Happiness | Serene Grace | togetic,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.",https://scrapeme.live/shop/Togetic/,11
Xatu,£ 123.00,7616,196 in stock,Mystic | Pokemon,Mystic | Synchronize | xatu,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,https://scrapeme.live/shop/Xatu/,11
Aipom,£ 182.00,8103,92 in stock,Long Tail | Pokemon,aipom | Long Tail | Run Away,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",https://scrapeme.live/shop/Aipom/,12
Ampharos,£ 41.00,2141,247 in stock,Light | Pokemon,ampharos | Light | Static,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,https://scrapeme.live/shop/Ampharos/,12
Azumarill,£ 175.00,9464,300 in stock,Aqua Rabbit | Pokemon,Aqua Rabbit | azumarill | Thick Fat,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,https://scrapeme.live/shop/Azumarill/,12
Bellossom,£ 25.00,7003,234 in stock,Flower | Pokemon,bellossom | Chlorophyll | Flower,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",https://scrapeme.live/shop/Bellossom/,12
Flaaffy,£ 163.00,9291,64 in stock,Pokemon | Wool,flaaffy | Static | Wool,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,https://scrapeme.live/shop/Flaaffy/,12
Hoppip,£ 107.00,1154,266 in stock,Cottonweed | Pokemon,Chlorophyll | Cottonweed | hoppip,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",https://scrapeme.live/shop/Hoppip/,12
Jumpluff,£ 107.00,2168,235 in stock,Cottonweed | Pokemon,Chlorophyll | Cottonweed | jumpluff,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,https://scrapeme.live/shop/Jumpluff/,12
Mareep,£ 79.00,2016,152 in stock,Pokemon | Wool,mareep | Static | Wool,"Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.",https://scrapeme.live/shop/Mareep/,12
Marill,£ 127.00,4728,55 in stock,Aqua Mouse | Pokemon,Aqua Mouse | marill | Thick Fat,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",https://scrapeme.live/shop/Marill/,12
Politoed,£ 193.00,9168,261 in stock,Frog | Pokemon,Damp | Frog | politoed,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",https://scrapeme.live/shop/Politoed/,12
Skiploom,£ 185.00,2616,94 in stock,Cottonweed | Pokemon,Chlorophyll | Cottonweed | skiploom,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",https://scrapeme.live/shop/Skiploom/,12
Sudowoodo,£ 54.00,1558,147 in stock,Imitation | Pokemon,Imitation | Rock Head | sudowoodo,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",https://scrapeme.live/shop/Sudowoodo/,12
Sunflora,£ 33.00,7947,163 in stock,Pokemon | Sun,Chlorophyll | sun | sunflora,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,https://scrapeme.live/shop/Sunflora/,12
Sunkern,£ 150.00,4061,255 in stock,Pokemon | Seed,Chlorophyll | Seed | sunkern,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",https://scrapeme.live/shop/Sunkern/,12
Wooper,£ 98.00,4198,48 in stock,Pokemon | Water Fish,Damp | Water Fish | wooper,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",https://scrapeme.live/shop/Wooper/,12
Yanma,£ 130.00,8321,130 in stock,Clear Wing | Pokemon,Clear Wing | Compound Eyes | yanma,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,https://scrapeme.live/shop/Yanma/,12
Espeon,£ 177.00,9676,153 in stock,Pokemon | Sun,espeon | sun | Synchronize,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,https://scrapeme.live/shop/Espeon/,13
Girafarig,£ 99.00,7871,31 in stock,Long Neck | Pokemon,girafarig | Inner Focus | Long Neck,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",https://scrapeme.live/shop/Girafarig/,13
Gligar,£ 112.00,5090,140 in stock,Fly Scorpion | Pokemon,Fly Scorpion | gligar | Sand Veil,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",https://scrapeme.live/shop/Gligar/,13
Granbull,£ 59.00,7346,171 in stock,Fairy | Pokemon,Fairy | granbull | Intimidate,"Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.",https://scrapeme.live/shop/Granbull/,13
Misdreavus,£ 33.00,9272,207 in stock,Pokemon | Screech,Levitate | misdreavus | Screech,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",https://scrapeme.live/shop/Misdreavus/,13
Murkrow,£ 178.00,2223,246 in stock,Darkness | Pokemon,Darkness | Insomnia | murkrow,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,https://scrapeme.live/shop/Murkrow/,13
Quagsire,£ 37.00,2688,292 in stock,Pokemon | Water Fish,Damp | quagsire | Water Fish,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",https://scrapeme.live/shop/Quagsire/,13
Qwilfish,£ 77.00,3335,297 in stock,Balloon | Pokemon,Balloon | Poison Point | qwilfish,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.",https://scrapeme.live/shop/Qwilfish/,13
Scizor,£ 172.00,9056,198 in stock,Pincer | Pokemon,Pincer | scizor | Swarm,Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.,https://scrapeme.live/shop/Scizor/,13
Shuckle,£ 194.00,7903,74 in stock,Mold | Pokemon,Mold | shuckle | Sturdy,"Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.",https://scrapeme.live/shop/Shuckle/,13
Slowking,£ 174.00,9664,55 in stock,Pokemon | Royal,Oblivious | Royal | slowking,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",https://scrapeme.live/shop/Slowking/,13
Snubbull,£ 63.00,3961,164 in stock,Fairy | Pokemon,Fairy | Run Away | snubbull,"By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.",https://scrapeme.live/shop/Snubbull/,13
Steelix,£ 116.00,4345,157 in stock,Iron Snake | Pokemon,Iron Snake | Rock Head | steelix,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,https://scrapeme.live/shop/Steelix/,13
Umbreon,£ 78.00,4995,186 in stock,Moonlight | Pokemon,Moonlight | Synchronize | umbreon,Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,https://scrapeme.live/shop/Umbreon/,13
Unown,£ 198.00,9561,47 in stock,Pokemon | Symbol,Levitate | Symbol | unown,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",https://scrapeme.live/shop/Unown/,13
Wobbuffet,£ 107.00,6138,113 in stock,Patient | Pokemon,Patient | Shadow Tag | wobbuffet,"Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",https://scrapeme.live/shop/Wobbuffet/,13
Corsola,£ 27.00,5281,162 in stock,Coral | Pokemon,Coral | corsola | Natural Cure,"Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokémon. When the water temperature falls, this Pokémon migrates to the southern seas.",https://scrapeme.live/shop/Corsola/,14
Delibird,£ 121.00,6280,141 in stock,Delivery | Pokemon,delibird | Delivery | Vital Spirit,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world’s highest mountain, thanks to one of these Pokémon sharing its food.",https://scrapeme.live/shop/Delibird/,14
Heracross,£ 143.00,9256,49 in stock,Pokemon | Single Horn,heracross | Single Horn | Swarm,"Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokémon a secure and solid footing to forcefully fling away foes with its proud horn.",https://scrapeme.live/shop/Heracross/,14
Houndoom,£ 78.00,2081,40 in stock,Dark | Pokemon,Dark | Flash Fire | houndoom,"In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.",https://scrapeme.live/shop/Houndoom/,14
Houndour,£ 144.00,7965,184 in stock,Dark | Pokemon,Dark | Flash Fire | houndour,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon’s remarkable teamwork is unparalleled.,https://scrapeme.live/shop/Houndour/,14
Kingdra,£ 124.00,7090,206 in stock,Dragon | Pokemon,Dragon | kingdra | Swift Swim,"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.",https://scrapeme.live/shop/Kingdra/,14
Magcargo,£ 36.00,3917,210 in stock,Lava | Pokemon,Flame Body | Lava | magcargo,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.",https://scrapeme.live/shop/Magcargo/,14
Mantine,£ 114.00,3704,195 in stock,Kite | Pokemon,Kite | mantine | Water Absorb,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea’s waves. This Pokémon is not bothered by the Remoraid that hitches rides.",https://scrapeme.live/shop/Mantine/,14
Octillery,£ 94.00,9000,150 in stock,Jet | Pokemon,Jet | octillery | Sniper,"Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.",https://scrapeme.live/shop/Octillery/,14
Piloswine,£ 84.00,4003,276 in stock,Pokemon | Swine,Oblivious | piloswine | Swine,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,https://scrapeme.live/shop/Piloswine/,14
Remoraid,£ 122.00,4952,46 in stock,Jet | Pokemon,Jet | remoraid | Sniper,"Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.",https://scrapeme.live/shop/Remoraid/,14
Skarmory,£ 199.00,1057,102 in stock,Armor Bird | Pokemon,Armor Bird | Keen Eye | skarmory,"Skarmory’s steel wings become tattered and bashed in from repeated battles. Once a year, the battered wings grow back completely, restoring the cutting edges to their pristine state.",https://scrapeme.live/shop/Skarmory/,14
Sneasel,£ 108.00,5017,141 in stock,Pokemon | Sharp Claw,Keen Eye | Sharp Claw | sneasel,Sneasel scales trees by punching its hooked claws into the bark. This Pokémon seeks out unguarded nests and steals eggs for food while the parents are away.,https://scrapeme.live/shop/Sneasel/,14
Swinub,£ 132.00,8647,250 in stock,Pig | Pokemon,Oblivious | Pig | swinub,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.,https://scrapeme.live/shop/Swinub/,14
Teddiursa,£ 173.00,7681,274 in stock,Little Bear | Pokemon,Little Bear | Pickup | teddiursa,This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,https://scrapeme.live/shop/Teddiursa/,14
Ursaring,£ 31.00,7576,209 in stock,Hibernator | Pokemon,Guts | Hibernator | ursaring,"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.",https://scrapeme.live/shop/Ursaring/,14
Blissey,£ 31.00,8632,289 in stock,Happiness | Pokemon,blissey | Happiness | Natural Cure,"Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.",https://scrapeme.live/shop/Blissey/,15
Donphan,£ 89.00,3134,197 in stock,Armor | Pokemon,Armor | donphan | Sturdy,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",https://scrapeme.live/shop/Donphan/,15
Elekid,£ 104.00,5157,131 in stock,Electric | Pokemon,Electric | elekid | Static,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.",https://scrapeme.live/shop/Elekid/,15
Entei,£ 27.00,9592,36 in stock,Pokemon | Volcano,entei | Pressure | Volcano,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,https://scrapeme.live/shop/Entei/,15
Hitmontop,£ 149.00,3340,47 in stock,Handstand | Pokemon,Handstand | hitmontop | Intimidate,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.",https://scrapeme.live/shop/Hitmontop/,15
Larvitar,£ 26.00,9302,31 in stock,Pokemon | Rock Skin,Guts | larvitar | Rock Skin,"Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.",https://scrapeme.live/shop/Larvitar/,15
Magby,£ 40.00,5864,21 in stock,Live Coal | Pokemon,Flame Body | Live Coal | magby,"Magby’s state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.",https://scrapeme.live/shop/Magby/,15
Miltank,£ 26.00,1586,12 in stock,Milk Cow | Pokemon,Milk Cow | miltank | Thick Fat,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.,https://scrapeme.live/shop/Miltank/,15
Phanpy,£ 129.00,7852,120 in stock,Long Nose | Pokemon,Long Nose | phanpy | Pickup,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",https://scrapeme.live/shop/Phanpy/,15
Porygon2,£ 151.00,4420,210 in stock,Pokemon | Virtual,porygon2 | Trace | Virtual,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,https://scrapeme.live/shop/Porygon2/,15
Raikou,£ 66.00,5989,276 in stock,Pokemon | Thunder,Pressure | raikou | Thunder,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,https://scrapeme.live/shop/Raikou/,15
Smeargle,£ 151.00,6497,56 in stock,Painter | Pokemon,Painter | smeargle | Technician,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.",https://scrapeme.live/shop/Smeargle/,15
Smoochum,£ 166.00,7637,116 in stock,Kiss | Pokemon,Kiss | Oblivious | smoochum,"Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn’t become dirty.",https://scrapeme.live/shop/Smoochum/,15
Stantler,£ 33.00,3706,278 in stock,Big Horn | Pokemon,Big Horn | Intimidate | stantler,"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",https://scrapeme.live/shop/Stantler/,15
Suicune,£ 68.00,8586,275 in stock,Aurora | Pokemon,Aurora | Pressure | suicune,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,https://scrapeme.live/shop/Suicune/,15
Tyrogue,£ 145.00,7594,76 in stock,Pokemon | Scuffle,Guts | Scuffle | tyrogue,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.",https://scrapeme.live/shop/Tyrogue/,15
Blaziken,£ 40.00,7662,139 in stock,Blaze | Pokemon,Blaze | blaziken,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,https://scrapeme.live/shop/Blaziken/,16
Celebi,£ 111.00,1144,154 in stock,Pokemon | Time Travel,celebi | Natural Cure | Time Travel,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.",https://scrapeme.live/shop/Celebi/,16
Combusken,£ 68.00,9912,257 in stock,Pokemon | Young Fowl,Blaze | combusken | Young Fowl,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,https://scrapeme.live/shop/Combusken/,16
Grovyle,£ 190.00,9191,195 in stock,Pokemon | Wood Gecko,grovyle | Overgrow | Wood Gecko,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",https://scrapeme.live/shop/Grovyle/,16
Ho-oh,£ 91.00,2198,228 in stock,Pokemon | Rainbow,ho-oh | Pressure | Rainbow,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,https://scrapeme.live/shop/Ho-oh/,16
Lugia,£ 86.00,2564,57 in stock,Diving | Pokemon,Diving | lugia | Pressure,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",https://scrapeme.live/shop/Lugia/,16
Marshtomp,£ 152.00,6721,258 in stock,Mud Fish | Pokemon,marshtomp | Mud Fish | Torrent,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",https://scrapeme.live/shop/Marshtomp/,16
Mightyena,£ 175.00,4220,173 in stock,Bite | Pokemon,Bite | Intimidate | mightyena,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,https://scrapeme.live/shop/Mightyena/,16
Mudkip,£ 140.00,5363,193 in stock,Mud Fish | Pokemon,Mud Fish | mudkip | Torrent,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",https://scrapeme.live/shop/Mudkip/,16
Poochyena,£ 130.00,4801,265 in stock,Bite | Pokemon,Bite | poochyena | Run Away,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,https://scrapeme.live/shop/Poochyena/,16
Pupitar,£ 114.00,4140,221 in stock,Hard Shell | Pokemon,Hard Shell | pupitar | Shed Skin,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,https://scrapeme.live/shop/Pupitar/,16
Sceptile,£ 37.00,4619,159 in stock,Forest | Pokemon,Forest | Overgrow | sceptile,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,https://scrapeme.live/shop/Sceptile/,16
Swampert,£ 144.00,9105,113 in stock,Mud Fish | Pokemon,Mud Fish | swampert | Torrent,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",https://scrapeme.live/shop/Swampert/,16
Torchic,£ 28.00,5952,290 in stock,Chick | Pokemon,Blaze | Chick | torchic,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,https://scrapeme.live/shop/Torchic/,16
Treecko,£ 96.00,4817,93 in stock,Pokemon | Wood Gecko,Overgrow | treecko | Wood Gecko,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",https://scrapeme.live/shop/Treecko/,16
Tyranitar,£ 190.00,8144,86 in stock,Armor | Pokemon,Armor | Sand Stream | tyranitar,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.",https://scrapeme.live/shop/Tyranitar/,16
Beautifly,£ 145.00,4100,42 in stock,Butterfly | Pokemon,beautifly | Butterfly | Swarm,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.",https://scrapeme.live/shop/Beautifly/,17
Cascoon,£ 166.00,3702,122 in stock,Cocoon | Pokemon,cascoon | Cocoon | Shed Skin,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.",https://scrapeme.live/shop/Cascoon/,17
Dustox,£ 91.00,4491,23 in stock,Poison Moth | Pokemon,dustox | Poison Moth | Shield Dust,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.",https://scrapeme.live/shop/Dustox/,17
Linoone,£ 81.00,5845,24 in stock,Pokemon | Rushing,linoone | Pickup | Rushing,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.",https://scrapeme.live/shop/Linoone/,17
Lombre,£ 79.00,9674,203 in stock,Jolly | Pokemon,Jolly | lombre | Swift Swim,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",https://scrapeme.live/shop/Lombre/,17
Lotad,£ 161.00,5098,187 in stock,Pokemon | Water Weed,lotad | Swift Swim | Water Weed,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",https://scrapeme.live/shop/Lotad/,17
Ludicolo,£ 189.00,6718,181 in stock,Carefree | Pokemon,Carefree | ludicolo | Swift Swim,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.",https://scrapeme.live/shop/Ludicolo/,17
Nuzleaf,£ 26.00,3835,216 in stock,Pokemon | Wily,Chlorophyll | nuzleaf | Wily,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,https://scrapeme.live/shop/Nuzleaf/,17
Seedot,£ 26.00,8692,28 in stock,Acorn | Pokemon,Acorn | Chlorophyll | seedot,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,https://scrapeme.live/shop/Seedot/,17
Shiftry,£ 157.00,6957,232 in stock,Pokemon | Wicked,Chlorophyll | shiftry | Wicked,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,https://scrapeme.live/shop/Shiftry/,17
